PassengerId,Survived,Fare,Age*Class,Family_size,Fare_by_person,Sex_female,Sex_male,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_X,Embarked_C,Embarked_Q,Embarked_S
287,1,9.5,90.0,1,9.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
288,0,7.8958,66.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
289,1,13.0,84.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
290,1,7.75,66.0,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
291,1,78.85,26.0,1,78.85,True,False,False,False,False,False,False,False,False,False,True,False,False,True
292,1,91.0792,19.0,2,45.5396,True,False,False,True,False,False,False,False,False,False,False,True,False,False
293,0,12.875,72.0,1,12.875,False,True,False,False,False,True,False,False,False,False,False,True,False,False
294,0,8.85,72.0,1,8.85,True,False,False,False,False,False,False,False,False,False,True,False,False,True
295,0,7.8958,72.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
296,0,27.7208,29.69911764705882,1,27.7208,False,True,False,False,False,False,False,False,False,False,True,True,False,False
297,0,7.2292,70.5,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
298,0,151.55,2.0,4,37.8875,True,False,False,False,True,False,False,False,False,False,False,False,False,True
299,1,30.5,29.69911764705882,1,30.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
300,1,247.5208,50.0,2,123.7604,True,False,False,True,False,False,False,False,False,False,False,True,False,False
301,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
302,1,23.25,89.09735294117647,3,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
303,0,0.0,57.0,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
304,1,12.35,59.39823529411764,1,12.35,True,False,False,False,False,False,True,False,False,False,False,False,True,False
305,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
306,1,151.55,0.92,4,37.8875,False,True,False,False,True,False,False,False,False,False,False,False,False,True
307,1,110.8833,29.69911764705882,1,110.8833,True,False,False,False,False,False,False,False,False,False,True,True,False,False
308,1,108.9,17.0,2,54.45,True,False,False,False,True,False,False,False,False,False,False,True,False,False
309,0,24.0,60.0,2,12.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False
310,1,56.9292,30.0,1,56.9292,True,False,False,False,False,False,True,False,False,False,False,True,False,False
311,1,83.1583,24.0,1,83.1583,True,False,False,False,True,False,False,False,False,False,False,True,False,False
312,1,262.375,18.0,5,52.475,True,False,False,True,False,False,False,False,False,False,False,True,False,False
313,0,26.0,52.0,3,8.666666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
314,0,7.8958,84.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
315,0,26.25,86.0,3,8.75,False,True,False,False,False,False,False,False,False,False,True,False,False,True
316,1,7.8542,78.0,1,7.8542,True,False,False,False,False,False,False,False,False,False,True,False,False,True
317,1,26.0,48.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
318,0,14.0,108.0,1,14.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
319,1,164.8667,31.0,3,54.95556666666667,True,False,False,False,True,False,False,False,False,False,False,False,False,True
320,1,134.5,40.0,3,44.833333333333336,True,False,False,False,False,False,True,False,False,False,False,True,False,False
321,0,7.25,66.0,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
322,0,7.8958,81.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
323,1,12.35,60.0,1,12.35,True,False,False,False,False,False,False,False,False,False,True,False,True,False
324,1,29.0,44.0,3,9.666666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
325,0,69.55,89.09735294117647,11,6.322727272727272,False,True,False,False,False,False,False,False,False,False,True,False,False,True
326,1,135.6333,36.0,1,135.6333,True,False,False,False,True,False,False,False,False,False,False,True,False,False
327,0,6.2375,183.0,1,6.2375,False,True,False,False,False,False,False,False,False,False,True,False,False,True
328,1,13.0,72.0,1,13.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True
329,1,20.525,93.0,3,6.841666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
330,1,57.9792,16.0,2,28.9896,True,False,False,True,False,False,False,False,False,False,False,True,False,False
331,1,23.25,89.09735294117647,3,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
332,0,28.5,45.5,1,28.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
333,0,153.4625,38.0,2,76.73125,False,True,False,False,True,False,False,False,False,False,False,False,False,True
334,0,18.0,48.0,3,6.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
335,1,133.65,29.69911764705882,2,66.825,True,False,False,False,False,False,False,False,False,False,True,False,False,True
336,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
337,0,66.6,29.0,2,33.3,False,True,False,False,True,False,False,False,False,False,False,False,False,True
338,1,134.5,41.0,1,134.5,True,False,False,False,False,False,True,False,False,False,False,True,False,False
339,1,8.05,135.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
340,0,35.5,45.0,1,35.5,False,True,False,False,False,False,False,False,False,True,False,False,False,True
341,1,26.0,4.0,3,8.666666666666666,False,True,False,False,False,False,False,True,False,False,False,False,False,True
342,1,263.0,24.0,6,43.833333333333336,True,False,False,False,True,False,False,False,False,False,False,False,False,True
343,0,13.0,56.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
344,0,13.0,50.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
345,0,13.0,72.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
346,1,13.0,48.0,1,13.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
347,1,13.0,80.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
348,1,16.1,89.09735294117647,2,8.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True
349,1,15.9,9.0,3,5.3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
350,0,8.6625,126.0,1,8.6625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
351,0,9.225,69.0,1,9.225,False,True,False,False,False,False,False,False,False,False,True,False,False,True
352,0,35.0,29.69911764705882,1,35.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
353,0,7.2292,45.0,3,2.409733333333333,False,True,False,False,False,False,False,False,False,False,True,True,False,False
354,0,17.8,75.0,2,8.9,False,True,False,False,False,False,False,False,False,False,True,False,False,True
355,0,7.225,89.09735294117647,1,7.225,False,True,False,False,False,False,False,False,False,False,True,True,False,False
356,0,9.5,84.0,1,9.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
357,1,55.0,22.0,2,27.5,True,False,False,False,False,False,True,False,False,False,False,False,False,True
358,0,13.0,76.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
359,1,7.8792,89.09735294117647,1,7.8792,True,False,False,False,False,False,False,False,False,False,True,False,True,False
360,1,7.8792,89.09735294117647,1,7.8792,True,False,False,False,False,False,False,False,False,False,True,False,True,False
361,0,27.9,120.0,6,4.6499999999999995,False,True,False,False,False,False,False,False,False,False,True,False,False,True
362,0,27.7208,58.0,2,13.8604,False,True,False,False,False,False,False,False,False,False,True,True,False,False
363,0,14.4542,135.0,2,7.2271,True,False,False,False,False,False,False,False,False,False,True,True,False,False
364,0,7.05,105.0,1,7.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
365,0,15.5,89.09735294117647,2,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
366,0,7.25,90.0,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
367,1,75.25,60.0,2,37.625,True,False,False,False,False,True,False,False,False,False,False,True,False,False
368,1,7.2292,89.09735294117647,1,7.2292,True,False,False,False,False,False,False,False,False,False,True,True,False,False
369,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
370,1,69.3,24.0,1,69.3,True,False,False,True,False,False,False,False,False,False,False,True,False,False
371,1,55.4417,25.0,2,27.72085,False,True,False,False,False,False,True,False,False,False,False,True,False,False
372,0,6.4958,54.0,2,3.2479,False,True,False,False,False,False,False,False,False,False,True,False,False,True
373,0,8.05,57.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
374,0,135.6333,22.0,1,135.6333,False,True,False,False,False,False,False,False,False,False,True,True,False,False
375,0,21.075,9.0,5,4.215,True,False,False,False,False,False,False,False,False,False,True,False,False,True
376,1,82.1708,29.69911764705882,2,41.0854,True,False,False,False,False,False,False,False,False,False,True,True,False,False
377,1,7.25,66.0,1,7.25,True,False,False,False,False,False,False,False,False,False,True,False,False,True
378,0,211.5,27.0,3,70.5,False,True,False,False,True,False,False,False,False,False,False,True,False,False
379,0,4.0125,60.0,1,4.0125,False,True,False,False,False,False,False,False,False,False,True,True,False,False
380,0,7.775,57.0,1,7.775,False,True,False,False,False,False,False,False,False,False,True,False,False,True
381,1,227.525,42.0,1,227.525,True,False,False,False,False,False,False,False,False,False,True,True,False,False
382,1,15.7417,3.0,3,5.247233333333333,True,False,False,False,False,False,False,False,False,False,True,True,False,False
383,0,7.925,96.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
384,1,52.0,35.0,2,26.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
385,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
386,0,73.5,36.0,1,73.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
387,0,46.9,3.0,8,5.8625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
388,1,13.0,72.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
389,0,7.7292,89.09735294117647,1,7.7292,False,True,False,False,False,False,False,False,False,False,True,False,True,False
390,1,12.0,34.0,1,12.0,True,False,False,False,False,False,False,False,False,False,True,True,False,False
391,1,120.0,36.0,4,30.0,False,True,False,True,False,False,False,False,False,False,False,False,False,True
392,1,7.7958,63.0,1,7.7958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
393,0,7.925,84.0,3,2.6416666666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,True
394,1,113.275,23.0,2,56.6375,True,False,False,False,False,True,False,False,False,False,False,True,False,False
395,1,16.7,72.0,3,5.566666666666666,True,False,False,False,False,False,False,False,True,False,False,False,False,True
396,0,7.7958,66.0,1,7.7958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
397,0,7.8542,93.0,1,7.8542,True,False,False,False,False,False,False,False,False,False,True,False,False,True
398,0,26.0,92.0,1,26.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
399,0,10.5,46.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
400,1,12.65,56.0,1,12.65,True,False,False,False,False,False,False,False,False,False,True,False,False,True
401,1,7.925,117.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
402,0,8.05,78.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
403,0,9.825,63.0,2,4.9125,True,False,False,False,False,False,False,False,False,False,True,False,False,True
404,0,15.85,84.0,2,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
405,0,8.6625,60.0,1,8.6625,True,False,False,False,False,False,False,False,False,False,True,False,False,True
406,0,21.0,68.0,2,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
407,0,7.75,153.0,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,False,True
408,1,18.75,6.0,3,6.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
409,0,7.775,63.0,1,7.775,False,True,False,False,False,False,False,False,False,False,True,False,False,True
410,0,25.4667,89.09735294117647,5,5.0933399999999995,True,False,False,False,False,False,False,False,False,False,True,False,False,True
411,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
412,0,6.8583,89.09735294117647,1,6.8583,False,True,False,False,False,False,False,False,False,False,True,False,True,False
413,1,90.0,33.0,2,45.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False
414,0,0.0,59.39823529411764,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
415,1,7.925,132.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
416,0,8.05,89.09735294117647,1,8.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True
417,1,32.5,68.0,3,10.833333333333334,True,False,False,False,False,False,False,False,False,False,True,False,False,True
418,1,13.0,36.0,3,4.333333333333333,True,False,False,False,False,False,False,False,False,False,True,False,False,True
419,0,13.0,60.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
420,0,24.15,30.0,3,8.049999999999999,True,False,False,False,False,False,False,False,False,False,True,False,False,True
421,0,7.8958,89.09735294117647,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,True,False,False
422,0,7.7333,63.0,1,7.7333,False,True,False,False,False,False,False,False,False,False,True,False,True,False
423,0,7.875,87.0,1,7.875,False,True,False,False,False,False,False,False,False,False,True,False,False,True
424,0,14.4,84.0,3,4.8,True,False,False,False,False,False,False,False,False,False,True,False,False,True
425,0,20.2125,54.0,3,6.7375,False,True,False,False,False,False,False,False,False,False,True,False,False,True
426,0,7.25,89.09735294117647,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
427,1,26.0,56.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
428,1,26.0,38.0,1,26.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
429,0,7.75,89.09735294117647,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
430,1,8.05,96.0,1,8.05,False,True,False,False,False,False,True,False,False,False,False,False,False,True
431,1,26.55,28.0,1,26.55,False,True,False,False,True,False,False,False,False,False,False,False,False,True
432,1,16.1,89.09735294117647,2,8.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True
433,1,26.0,84.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
434,0,7.125,51.0,1,7.125,False,True,False,False,False,False,False,False,False,False,True,False,False,True
435,0,55.9,50.0,2,27.95,False,True,False,False,False,False,True,False,False,False,False,False,False,True
436,1,120.0,14.0,4,30.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True
437,0,34.375,63.0,5,6.875,True,False,False,False,False,False,False,False,False,False,True,False,False,True
438,1,18.75,48.0,6,3.125,True,False,False,False,False,False,False,False,False,False,True,False,False,True
439,0,263.0,64.0,6,43.833333333333336,False,True,False,False,True,False,False,False,False,False,False,False,False,True
440,0,10.5,62.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
441,1,26.25,90.0,3,8.75,True,False,False,False,False,False,False,False,False,False,True,False,False,True
442,0,9.5,60.0,1,9.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
443,0,7.775,75.0,2,3.8875,False,True,False,False,False,False,False,False,False,False,True,False,False,True
444,1,13.0,56.0,1,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
445,1,8.1125,89.09735294117647,1,8.1125,False,True,False,False,False,False,False,False,False,False,True,False,False,True
446,1,81.8583,4.0,3,27.2861,False,True,True,False,False,False,False,False,False,False,False,False,False,True
447,1,19.5,26.0,2,9.75,True,False,False,False,False,False,False,False,False,False,True,False,False,True
448,1,26.55,34.0,1,26.55,False,True,False,False,False,False,False,False,False,False,True,False,False,True
449,1,19.2583,15.0,4,4.814575,True,False,False,False,False,False,False,False,False,False,True,True,False,False
450,1,30.5,52.0,1,30.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
451,0,27.75,72.0,4,6.9375,False,True,False,False,False,False,False,False,False,False,True,False,False,True
452,0,19.9667,89.09735294117647,2,9.98335,False,True,False,False,False,False,False,False,False,False,True,False,False,True
453,0,27.75,30.0,1,27.75,False,True,False,False,True,False,False,False,False,False,False,True,False,False
454,1,89.1042,49.0,2,44.5521,False,True,False,False,True,False,False,False,False,False,False,True,False,False
455,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
456,1,7.8958,87.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,True,False,False
457,0,26.55,65.0,1,26.55,False,True,False,False,False,False,True,False,False,False,False,False,False,True
458,1,51.8625,29.69911764705882,2,25.93125,True,False,False,False,False,True,False,False,False,False,False,False,False,True
459,1,10.5,100.0,1,10.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
460,0,7.75,89.09735294117647,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
461,1,26.55,48.0,1,26.55,False,True,False,False,False,False,True,False,False,False,False,False,False,True
462,0,8.05,102.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
463,0,38.5,47.0,1,38.5,False,True,False,False,False,False,True,False,False,False,False,False,False,True
464,0,13.0,96.0,1,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
465,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
466,0,7.05,114.0,1,7.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
467,0,0.0,59.39823529411764,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
468,0,26.55,56.0,1,26.55,False,True,False,False,False,False,False,False,False,False,True,False,False,True
469,0,7.725,89.09735294117647,1,7.725,False,True,False,False,False,False,False,False,False,False,True,False,True,False
470,1,19.2583,2.25,4,4.814575,True,False,False,False,False,False,False,False,False,False,True,True,False,False
471,0,7.25,89.09735294117647,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
472,0,8.6625,114.0,1,8.6625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
473,1,27.75,66.0,4,6.9375,True,False,False,False,False,False,False,False,False,False,True,False,False,True
474,1,13.7917,46.0,1,13.7917,True,False,False,False,False,True,False,False,False,False,False,True,False,False
475,0,9.8375,66.0,1,9.8375,True,False,False,False,False,False,False,False,False,False,True,False,False,True
476,0,52.0,29.69911764705882,1,52.0,False,True,True,False,False,False,False,False,False,False,False,False,False,True
477,0,21.0,68.0,2,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
478,0,7.0458,87.0,2,3.5229,False,True,False,False,False,False,False,False,False,False,True,False,False,True
479,0,7.5208,66.0,1,7.5208,False,True,False,False,False,False,False,False,False,False,True,False,False,True
480,1,12.2875,6.0,2,6.14375,True,False,False,False,False,False,False,False,False,False,True,False,False,True
481,0,46.9,27.0,8,5.8625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
482,0,0.0,59.39823529411764,1,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
483,0,8.05,150.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
484,1,9.5875,189.0,1,9.5875,True,False,False,False,False,False,False,False,False,False,True,False,False,True
485,1,91.0792,25.0,2,45.5396,False,True,False,True,False,False,False,False,False,False,False,True,False,False
486,0,25.4667,89.09735294117647,5,5.0933399999999995,True,False,False,False,False,False,False,False,False,False,True,False,False,True
487,1,90.0,35.0,2,45.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True
488,0,29.7,58.0,1,29.7,False,True,False,True,False,False,False,False,False,False,False,True,False,False
489,0,8.05,90.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
490,1,15.9,27.0,3,5.3,False,True,False,False,False,False,False,False,False,False,True,False,False,True
491,0,19.9667,89.09735294117647,2,9.98335,False,True,False,False,False,False,False,False,False,False,True,False,False,True
492,0,7.25,63.0,1,7.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
493,0,30.5,55.0,1,30.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
494,0,49.5042,71.0,1,49.5042,False,True,False,False,False,False,False,False,False,False,True,True,False,False
495,0,8.05,63.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
496,0,14.4583,89.09735294117647,1,14.4583,False,True,False,False,False,False,False,False,False,False,True,True,False,False
497,1,78.2667,54.0,2,39.13335,True,False,False,False,False,True,False,False,False,False,False,True,False,False
498,0,15.1,89.09735294117647,1,15.1,False,True,False,False,False,False,False,False,False,False,True,False,False,True
499,0,151.55,25.0,4,37.8875,True,False,False,False,True,False,False,False,False,False,False,False,False,True
500,0,7.7958,72.0,1,7.7958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
501,0,8.6625,51.0,1,8.6625,False,True,False,False,False,False,False,False,False,False,True,False,False,True
502,0,7.75,63.0,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
503,0,7.6292,89.09735294117647,1,7.6292,True,False,False,False,False,False,False,False,False,False,True,False,True,False
504,0,9.5875,111.0,1,9.5875,True,False,False,False,False,False,False,False,False,False,True,False,False,True
505,1,86.5,16.0,1,86.5,True,False,False,True,False,False,False,False,False,False,False,False,False,True
506,0,108.9,18.0,2,54.45,False,True,False,False,True,False,False,False,False,False,False,True,False,False
507,1,26.0,66.0,3,8.666666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
508,1,26.55,29.69911764705882,1,26.55,False,True,False,False,False,False,False,False,False,False,True,False,False,True
509,0,22.525,84.0,1,22.525,False,True,False,False,False,False,False,False,False,False,True,False,False,True
510,1,56.4958,78.0,1,56.4958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
511,1,7.75,87.0,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
512,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
513,1,26.2875,36.0,1,26.2875,False,True,False,False,False,False,True,False,False,False,False,False,False,True
514,1,59.4,54.0,2,29.7,True,False,False,False,False,False,False,False,False,False,True,True,False,False
515,0,7.4958,72.0,1,7.4958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
516,0,34.0208,47.0,1,34.0208,False,True,False,False,False,True,False,False,False,False,False,False,False,True
517,1,10.5,68.0,1,10.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True
518,0,24.15,89.09735294117647,1,24.15,False,True,False,False,False,False,False,False,False,False,True,False,True,False
519,1,26.0,72.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
520,0,7.8958,96.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
521,1,93.5,30.0,1,93.5,True,False,False,True,False,False,False,False,False,False,False,False,False,True
522,0,7.8958,66.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
523,0,7.225,89.09735294117647,1,7.225,False,True,False,False,False,False,False,False,False,False,True,True,False,False
524,1,57.9792,44.0,2,28.9896,True,False,False,True,False,False,False,False,False,False,False,True,False,False
525,0,7.2292,89.09735294117647,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
526,0,7.75,121.5,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
527,1,10.5,100.0,1,10.5,True,False,False,False,False,False,False,False,False,False,True,False,False,True
528,0,221.7792,29.69911764705882,1,221.7792,False,True,False,False,True,False,False,False,False,False,False,False,False,True
529,0,7.925,117.0,1,7.925,False,True,False,False,False,False,False,False,False,False,True,False,False,True
530,0,11.5,46.0,4,2.875,False,True,False,False,False,False,False,False,False,False,True,False,False,True
531,1,26.0,4.0,3,8.666666666666666,True,False,False,False,False,False,False,False,False,False,True,False,False,True
532,0,7.2292,89.09735294117647,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
533,0,7.2292,51.0,3,2.409733333333333,False,True,False,False,False,False,False,False,False,False,True,True,False,False
534,1,22.3583,89.09735294117647,3,7.452766666666666,True,False,False,False,False,False,False,False,False,False,True,True,False,False
535,0,8.6625,90.0,1,8.6625,True,False,False,False,False,False,False,False,False,False,True,False,False,True
536,1,26.25,14.0,3,8.75,True,False,False,False,False,False,False,False,False,False,True,False,False,True
537,0,26.55,45.0,1,26.55,False,True,False,True,False,False,False,False,False,False,False,False,False,True
538,1,106.425,30.0,1,106.425,True,False,False,False,False,False,False,False,False,False,True,True,False,False
539,0,14.5,89.09735294117647,1,14.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
540,1,49.5,22.0,3,16.5,True,False,False,True,False,False,False,False,False,False,False,True,False,False
541,1,71.0,36.0,3,23.666666666666668,True,False,False,True,False,False,False,False,False,False,False,False,False,True
542,0,31.275,27.0,7,4.4678571428571425,True,False,False,False,False,False,False,False,False,False,True,False,False,True
543,0,31.275,33.0,7,4.4678571428571425,True,False,False,False,False,False,False,False,False,False,True,False,False,True
544,1,26.0,64.0,2,13.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
545,0,106.425,50.0,2,53.2125,False,True,False,False,True,False,False,False,False,False,False,True,False,False
546,0,26.0,64.0,1,26.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
547,1,26.0,38.0,2,13.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True
548,1,13.8625,59.39823529411764,1,13.8625,False,True,False,False,False,False,False,False,False,False,True,True,False,False
549,0,20.525,99.0,3,6.841666666666666,False,True,False,False,False,False,False,False,False,False,True,False,False,True
550,1,36.75,16.0,3,12.25,False,True,False,False,False,False,False,False,False,False,True,False,False,True
551,1,110.8833,17.0,3,36.9611,False,True,False,False,True,False,False,False,False,False,False,True,False,False
552,0,26.0,54.0,1,26.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True
553,0,7.8292,89.09735294117647,1,7.8292,False,True,False,False,False,False,False,False,False,False,True,False,True,False
554,1,7.225,66.0,1,7.225,False,True,False,False,False,False,False,False,False,False,True,True,False,False
555,1,7.775,66.0,1,7.775,True,False,False,False,False,False,False,False,False,False,True,False,False,True
556,0,26.55,62.0,1,26.55,False,True,False,False,False,False,False,False,False,False,True,False,False,True
557,1,39.6,48.0,2,19.8,True,False,True,False,False,False,False,False,False,False,False,True,False,False
558,0,227.525,29.69911764705882,1,227.525,False,True,False,False,False,False,False,False,False,False,True,True,False,False
559,1,79.65,39.0,3,26.55,True,False,False,False,False,False,True,False,False,False,False,False,False,True
560,1,17.4,108.0,2,8.7,True,False,False,False,False,False,False,False,False,False,True,False,False,True
561,0,7.75,89.09735294117647,1,7.75,False,True,False,False,False,False,False,False,False,False,True,False,True,False
562,0,7.8958,120.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
563,0,13.5,56.0,1,13.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
564,0,8.05,89.09735294117647,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
565,0,8.05,89.09735294117647,1,8.05,True,False,False,False,False,False,False,False,False,False,True,False,False,True
566,0,24.15,72.0,3,8.049999999999999,False,True,False,False,False,False,False,False,False,False,True,False,False,True
567,0,7.8958,57.0,1,7.8958,False,True,False,False,False,False,False,False,False,False,True,False,False,True
568,0,21.075,87.0,5,4.215,True,False,False,False,False,False,False,False,False,False,True,False,False,True
569,0,7.2292,89.09735294117647,1,7.2292,False,True,False,False,False,False,False,False,False,False,True,True,False,False
570,1,7.8542,96.0,1,7.8542,False,True,False,False,False,False,False,False,False,False,True,False,False,True
571,1,10.5,124.0,1,10.5,False,True,False,False,False,False,False,False,False,False,True,False,False,True
572,1,51.4792,53.0,3,17.15973333333333,True,False,False,False,True,False,False,False,False,False,False,False,False,True
573,1,26.3875,36.0,1,26.3875,False,True,False,False,False,False,True,False,False,False,False,False,False,True
574,1,7.75,89.09735294117647,1,7.75,True,False,False,False,False,False,False,False,False,False,True,False,True,False
575,0,8.05,48.0,1,8.05,False,True,False,False,False,False,False,False,False,False,True,False,False,True
